
Tijdstip,Apparaat Temperatuur (°C),Temperatuur (°C),Luchtdruk (hPa),Luchtvochtigheid (%),Lichtintensiteit (lux),Windsnelheid (m/s),Windrichting (graden)
2025-03-13 12:12:03,nvt,nvt,nvt,nvt,nvt,nvt,nvt
2025-03-13 12:12:13,23.06,15.56,642.07,64.74,1255.41,nvt,270
2025-03-13 12:12:23,40.08,32.58,996.88,11.63,612.91,0.19,270
2025-03-13 12:12:33,40.1,32.6,996.92,11.59,606.6,0.52,270
2025-03-13 12:12:43,40.2,32.7,996.86,11.69,439.2,0.24,270
2025-03-13 12:12:53,40.02,32.52,996.92,11.66,589.32,0.09,270
2025-03-13 12:13:03,39.9,32.4,996.88,11.7,576.36,nvt,270
2025-03-13 12:13:14,39.95,32.45,996.85,11.69,569.16,nvt,270
2025-03-13 12:13:24,40.12,32.62,996.85,11.6,565.39,0.14,225
2025-03-13 12:13:34,40.15,32.65,996.9,11.53,567.16,0.19,225
2025-03-13 12:13:44,40.11,32.61,996.88,11.58,558.19,0.24,225
2025-03-13 12:13:54,39.83,32.33,996.87,11.65,561.4,0.33,225
2025-03-13 12:14:04,39.83,32.33,996.88,11.68,552.76,0.05,225
2025-03-13 12:14:14,39.78,32.28,996.87,11.71,542.9,nvt,225
2025-03-13 12:14:24,39.72,32.22,996.86,11.78,547.55,0.14,225
2025-03-13 12:14:34,39.71,32.21,996.88,11.79,544.34,0.38,225
2025-03-13 12:14:45,39.84,32.34,996.84,11.73,540.57,0.1,225
2025-03-13 12:14:55,40.01,32.51,996.87,11.69,543.79,0.09,270
2025-03-13 12:15:05,40.15,32.65,996.83,11.62,546.33,0.28,270
2025-03-13 12:15:15,40.15,32.65,996.82,11.56,551.87,0.05,270
2025-03-13 12:15:25,40.19,32.69,996.82,11.53,554.75,nvt,270
2025-03-13 12:15:35,40.1,32.6,996.87,11.58,557.97,nvt,270
2025-03-13 12:15:45,39.97,32.47,996.86,11.6,562.51,nvt,270
2025-03-13 12:15:55,39.86,32.36,996.86,11.7,565.72,nvt,270
2025-03-13 12:16:05,39.89,32.39,996.84,11.73,566.28,0.05,270
2025-03-13 12:16:15,40.07,32.57,996.86,11.65,567.72,nvt,270
2025-03-13 12:16:25,40.07,32.57,996.84,11.62,575.25,0.05,270
2025-03-13 12:16:35,40.2,32.7,996.85,11.48,576.36,nvt,270
2025-03-13 12:16:46,40.0,32.5,996.83,11.59,580.34,nvt,270
2025-03-13 12:16:56,39.9,32.4,996.86,11.7,584.11,nvt,270
2025-03-13 12:17:06,39.83,32.33,996.86,11.78,587.88,nvt,270
2025-03-13 12:17:16,39.75,32.25,996.85,11.84,589.65,nvt,270
2025-03-13 12:17:26,39.74,32.24,996.88,11.87,584.66,0.19,270
2025-03-13 12:17:36,39.81,32.31,996.88,11.85,583.89,0.57,270
2025-03-13 12:17:46,39.93,32.43,996.85,11.75,579.79,1.04,270
2025-03-13 12:17:56,40.1,32.6,996.87,11.69,579.9,1.04,270
2025-03-13 12:18:06,40.09,32.59,996.88,11.69,576.69,0.95,270
2025-03-13 12:18:17,39.95,32.45,996.87,11.75,576.69,1.09,270
2025-03-13 12:18:27,39.9,32.4,996.86,11.75,579.02,0.86,270
2025-03-13 12:18:37,39.98,32.48,996.89,11.69,580.12,0.76,270
2025-03-13 12:18:47,40.0,32.5,996.88,11.65,583.0,0.28,270
2025-03-13 12:18:57,39.88,32.38,996.9,11.72,584.44,0.29,270
2025-03-13 12:19:07,39.82,32.32,996.83,11.73,570.36,1.15,270
2025-03-13 12:19:17,39.65,32.15,996.85,11.88,583.56,1.28,270
2025-03-13 12:19:27,39.62,32.12,996.88,11.92,581.45,1.24,270
2025-03-13 12:19:37,39.73,32.23,996.88,11.87,583.56,1.52,270
2025-03-13 12:19:47,39.58,32.08,996.86,11.88,581.56,1.47,270
2025-03-13 12:19:57,39.58,32.08,996.85,11.92,567.72,1.76,270
2025-03-13 12:20:08,39.55,32.05,996.86,12.0,669.2,1.34,180
2025-03-13 12:20:18,39.35,31.85,996.89,11.31,678.92,0.85,180
2025-03-13 12:20:28,39.13,31.63,996.87,11.29,672.32,0.71,180
2025-03-13 12:20:38,38.86,31.36,996.83,11.33,668.65,0.86,135
2025-03-13 12:20:48,38.36,30.86,996.84,11.52,658.76,1.33,270
2025-03-13 12:20:58,38.04,30.54,996.78,11.45,597.11,1.19,270
2025-03-13 12:21:08,37.79,30.29,996.85,11.69,599.05,0.95,270
2025-03-13 12:21:18,37.77,30.27,996.83,12.02,627.75,0.66,180
2025-03-13 12:21:28,37.73,30.23,996.84,12.19,618.08,0.66,180
2025-03-13 12:21:38,37.45,29.95,996.83,12.04,613.75,0.9,180
2025-03-13 12:21:49,37.46,29.96,996.84,12.27,557.4,1.05,180
2025-03-13 12:21:59,37.51,30.01,996.83,12.79,492.83,0.95,180
2025-03-13 12:22:09,37.7,30.2,996.83,12.97,470.68,0.81,180
2025-03-13 12:22:19,37.54,30.04,996.85,13.35,308.91,1.61,180
2025-03-13 12:22:29,37.62,30.12,996.85,13.01,493.94,1.61,180
2025-03-13 12:22:39,37.66,30.16,996.83,13.07,323.88,1.42,180
2025-03-13 12:22:49,37.64,30.14,996.85,12.84,457.05,1.0,180
2025-03-13 12:22:59,37.66,30.16,996.85,12.87,517.42,0.62,180
2025-03-13 12:23:09,37.68,30.18,996.83,12.87,514.75,0.24,180
2025-03-13 12:23:20,37.93,30.43,996.8,12.79,449.51,nvt,180
2025-03-13 12:23:30,38.04,30.54,996.82,12.81,504.12,0.14,180
2025-03-13 12:23:40,38.06,30.56,996.79,12.7,551.14,0.33,180
2025-03-13 12:23:50,38.03,30.53,996.81,12.39,563.55,0.24,180
2025-03-13 12:24:00,37.69,30.19,996.81,11.76,562.39,0.28,180
2025-03-13 12:24:10,37.45,29.95,996.79,11.89,570.39,0.38,180
2025-03-13 12:24:20,37.37,29.87,996.82,12.5,526.94,0.57,180
2025-03-13 12:24:30,37.6,30.1,996.81,12.75,517.75,0.09,180
2025-03-13 12:24:40,37.7,30.2,996.84,12.78,524.62,nvt,180
2025-03-13 12:24:50,37.94,30.44,996.79,12.92,524.62,0.19,180
2025-03-13 12:25:01,37.87,30.37,996.8,12.87,522.96,0.85,180
2025-03-13 12:25:11,38.03,30.53,996.79,12.65,519.52,0.62,180
2025-03-13 12:25:21,38.22,30.72,996.85,12.4,517.53,0.48,180
2025-03-13 12:25:31,38.38,30.88,996.83,12.34,512.32,0.72,180
2025-03-13 12:25:41,38.41,30.91,996.84,12.36,508.89,0.43,135
2025-03-13 12:25:51,38.53,31.03,996.82,12.3,506.9,0.43,180
2025-03-13 12:26:01,38.7,31.2,996.82,12.19,503.68,0.43,180
2025-03-13 12:26:11,38.62,31.12,996.81,12.02,504.57,0.28,180
2025-03-13 12:26:21,38.61,31.11,996.83,12.14,502.24,0.05,180
2025-03-13 12:26:31,38.64,31.14,996.83,12.18,501.69,nvt,180
2025-03-13 12:26:42,38.63,31.13,996.84,12.3,500.8,nvt,180
2025-03-13 12:26:52,38.67,31.17,996.84,12.31,493.6,0.76,180
2025-03-13 12:27:02,38.66,31.16,996.85,12.33,494.49,0.9,135
2025-03-13 12:27:12,38.72,31.22,996.85,12.29,491.83,0.57,180
2025-03-13 12:27:22,38.73,31.23,996.85,12.3,490.72,0.29,180
2025-03-13 12:27:32,38.88,31.38,996.84,12.2,488.73,0.24,180
2025-03-13 12:27:42,38.95,31.45,996.84,12.15,491.06,0.05,180
2025-03-13 12:27:52,38.89,31.39,996.86,12.17,491.06,0.14,180
2025-03-13 12:28:02,38.9,31.4,996.84,12.17,491.06,nvt,180
2025-03-13 12:28:12,38.88,31.38,996.86,12.18,490.72,0.05,180
2025-03-13 12:28:22,39.0,31.5,996.83,12.1,493.6,nvt,180
2025-03-13 12:28:33,39.13,31.63,996.86,12.01,491.83,nvt,180
2025-03-13 12:28:43,39.21,31.71,996.89,11.95,492.16,nvt,180
2025-03-13 12:28:53,39.22,31.72,996.88,11.9,493.94,nvt,180
2025-03-13 12:29:03,39.25,31.75,996.88,11.89,494.82,nvt,180
2025-03-13 12:29:13,39.02,31.52,996.84,12.18,493.38,nvt,180
2025-03-13 12:29:23,38.85,31.35,996.86,12.19,493.38,nvt,180
2025-03-13 12:29:33,38.81,31.31,996.9,12.17,492.5,nvt,180
2025-03-13 12:29:43,38.78,31.28,996.87,12.22,494.82,0.1,180
2025-03-13 12:29:53,38.69,31.19,996.87,12.27,496.48,0.76,180
2025-03-13 12:30:04,38.6,31.1,996.86,12.3,501.14,0.85,180
2025-03-13 12:30:14,38.57,31.07,996.84,12.36,505.12,0.62,180
2025-03-13 12:30:24,38.6,31.1,996.86,12.36,508.89,0.14,180
2025-03-13 12:30:34,38.43,30.93,996.84,12.5,514.65,0.14,180
2025-03-13 12:30:44,38.45,30.95,996.86,12.56,516.64,0.38,180
2025-03-13 12:30:54,38.59,31.09,996.82,12.43,520.08,0.14,180
2025-03-13 12:31:04,38.82,31.32,996.85,12.27,520.63,0.09,180
2025-03-13 12:31:14,38.95,31.45,996.85,12.16,522.96,0.48,180
2025-03-13 12:31:24,38.97,31.47,996.84,12.13,523.73,0.62,180
2025-03-13 12:31:34,39.06,31.56,996.88,12.09,522.96,0.62,180
2025-03-13 12:31:44,39.13,31.63,996.88,12.07,522.4,0.71,180
2025-03-13 12:31:55,39.26,31.76,996.9,11.98,519.52,0.47,180
2025-03-13 12:32:05,39.3,31.8,996.91,11.93,515.2,0.47,180
2025-03-13 12:32:15,39.31,31.81,996.89,11.91,511.22,0.48,180
2025-03-13 12:32:25,39.24,31.74,996.9,11.96,501.91,0.76,180
2025-03-13 12:32:35,39.24,31.74,996.9,11.97,500.8,0.76,180
2025-03-13 12:32:45,39.28,31.78,996.9,11.95,500.25,0.71,180
2025-03-13 12:32:55,39.19,31.69,996.92,12.02,499.36,0.71,180
2025-03-13 12:33:05,39.17,31.67,996.88,12.12,503.13,0.71,180
2025-03-13 12:33:15,39.22,31.72,996.89,12.08,506.56,0.62,180
2025-03-13 12:33:26,39.24,31.74,996.89,12.06,508.56,0.05,180
2025-03-13 12:33:36,39.19,31.69,996.88,12.06,514.65,nvt,180
2025-03-13 12:33:46,39.24,31.74,996.91,12.02,517.2,0.14,180
2025-03-13 12:33:56,39.25,31.75,996.85,12.01,522.96,0.66,180
2025-03-13 12:34:06,39.21,31.71,996.91,12.05,533.04,0.9,180
2025-03-13 12:34:16,38.96,31.46,996.87,13.5,550.09,0.52,180
2025-03-13 12:34:26,38.92,31.42,996.87,12.25,578.16,1.04,nvt
2025-03-13 12:34:36,38.77,31.27,996.82,11.5,532.47,1.14,nvt
2025-03-13 12:34:46,38.73,31.23,996.83,11.9,529.81,0.09,nvt
2025-03-13 12:34:57,38.67,31.17,996.82,11.57,206.09,0.05,135
2025-03-13 12:35:07,38.52,31.02,996.83,13.2,521.17,0.24,135
2025-03-13 12:35:17,38.59,31.09,996.88,11.94,399.64,0.33,135
2025-03-13 12:35:27,38.7,31.2,996.82,12.52,530.03,0.43,180
2025-03-13 12:35:37,38.6,31.1,996.84,14.36,516.62,0.19,90
2025-03-13 12:35:47,38.68,31.18,996.81,12.99,425.62,nvt,45
2025-03-13 12:35:57,38.62,31.12,996.84,11.8,546.98,nvt,nvt
2025-03-13 12:36:07,38.68,31.18,996.83,12.08,551.3,0.29,315
2025-03-13 12:36:18,38.43,30.93,996.87,14.2,513.72,0.47,270
2025-03-13 12:36:28,38.53,31.03,996.85,12.63,561.84,0.14,270
2025-03-13 12:36:38,38.52,31.02,996.86,12.0,219.5,nvt,225
2025-03-13 12:36:48,38.51,31.01,996.87,11.59,497.53,nvt,225
2025-03-13 12:36:58,38.49,30.99,996.84,11.58,582.38,0.24,225
2025-03-13 12:37:08,38.36,30.86,996.84,13.08,579.08,0.05,225
2025-03-13 12:37:18,38.49,30.99,996.86,11.99,492.46,0.05,225
2025-03-13 12:37:28,38.35,30.85,996.86,14.44,203.73,nvt,180
2025-03-13 12:37:38,38.45,30.95,996.85,14.15,201.59,0.09,180
2025-03-13 12:37:48,38.32,30.82,996.81,12.01,469.53,nvt,135
2025-03-13 12:37:59,38.46,30.96,996.81,11.81,331.07,nvt,135
2025-03-13 12:38:09,38.39,30.89,996.84,12.71,231.06,nvt,135
2025-03-13 12:38:19,38.5,31.0,996.84,12.65,303.26,0.05,135
2025-03-13 12:38:29,38.39,30.89,996.82,14.33,251.79,nvt,135
2025-03-13 12:38:39,38.47,30.97,996.8,12.15,556.84,nvt,225
2025-03-13 12:38:49,38.31,30.81,996.79,11.9,550.9,0.76,270
2025-03-13 12:38:59,38.24,30.74,996.8,12.07,586.92,1.28,270
2025-03-13 12:39:09,38.43,30.93,996.83,11.77,319.71,1.57,315
2025-03-13 12:39:19,38.51,31.01,996.82,11.67,404.75,1.8,315
2025-03-13 12:39:30,38.43,30.93,996.8,11.55,590.53,1.33,315
2025-03-13 12:39:40,38.34,30.84,996.81,12.81,621.59,0.72,315
2025-03-13 12:39:50,38.47,30.97,996.82,11.7,617.68,0.85,315
2025-03-13 12:40:00,38.56,31.06,996.8,11.72,621.53,0.62,270
2025-03-13 12:40:10,38.64,31.14,996.81,11.31,559.53,1.52,315
2025-03-13 12:40:20,38.6,31.1,996.81,11.41,561.5,1.42,315
2025-03-13 12:40:30,38.4,30.9,996.81,11.48,563.83,0.05,315
2025-03-13 12:40:40,38.18,30.68,996.79,11.68,561.08,0.38,270
2025-03-13 12:40:50,38.04,30.54,996.81,13.57,486.96,1.0,270
2025-03-13 12:41:01,38.14,30.64,996.82,11.9,469.87,0.14,270
2025-03-13 12:41:11,38.28,30.78,996.81,11.71,615.85,1.24,315
2025-03-13 12:41:21,38.39,30.89,996.85,11.54,473.54,1.43,315
2025-03-13 12:41:31,38.3,30.8,996.8,11.58,552.21,0.91,315
2025-03-13 12:41:41,38.3,30.8,996.82,11.61,549.46,nvt,315
2025-03-13 12:41:51,38.26,30.76,996.79,11.6,551.05,0.19,315
2025-03-13 12:42:01,37.78,30.28,996.81,11.81,612.18,nvt,315
2025-03-13 12:42:11,37.71,30.21,996.79,11.86,295.33,nvt,315
2025-03-13 12:42:21,37.92,30.42,996.79,11.65,479.83,nvt,270
2025-03-13 12:42:31,38.09,30.59,996.75,11.78,356.15,nvt,270
2025-03-13 12:42:41,38.23,30.73,996.77,11.47,576.53,nvt,270
2025-03-13 12:42:52,38.07,30.57,996.81,11.56,586.86,nvt,270
2025-03-13 12:43:02,38.21,30.71,996.81,11.43,578.67,nvt,270
2025-03-13 12:43:12,38.33,30.83,996.78,11.36,579.84,nvt,270
2025-03-13 12:43:22,38.37,30.87,996.78,11.4,543.58,nvt,270
2025-03-13 12:43:32,38.31,30.81,996.82,11.23,533.25,0.05,270
2025-03-13 12:43:42,38.3,30.8,996.79,11.2,518.46,nvt,270
2025-03-13 12:43:52,38.06,30.56,996.78,11.33,535.45,nvt,270
2025-03-13 12:44:02,38.08,30.58,996.76,11.33,524.64,nvt,270
2025-03-13 12:44:12,38.06,30.56,996.78,11.39,586.6,nvt,270
2025-03-13 12:44:22,38.07,30.57,996.76,11.48,572.61,nvt,270
2025-03-13 12:44:33,37.98,30.48,996.78,11.78,577.0,nvt,270
2025-03-13 12:44:43,37.79,30.29,996.79,11.98,582.54,nvt,270
2025-03-13 12:44:53,37.77,30.27,996.83,11.85,570.28,nvt,270
2025-03-13 12:45:03,37.72,30.22,996.79,11.78,567.59,nvt,270
2025-03-13 12:45:13,37.71,30.21,996.78,11.71,559.22,nvt,270
2025-03-13 12:45:23,37.88,30.38,996.75,11.7,552.43,nvt,270
2025-03-13 12:45:33,37.97,30.47,996.78,11.65,546.86,nvt,270
2025-03-13 12:45:43,38.04,30.54,996.82,11.61,498.87,nvt,270
2025-03-13 12:45:53,38.07,30.57,996.81,11.6,484.75,nvt,270
2025-03-13 12:46:04,38.27,30.77,996.79,11.56,469.22,nvt,270
2025-03-13 12:46:14,38.32,30.82,996.79,11.54,469.28,nvt,270
2025-03-13 12:46:24,38.34,30.84,996.76,11.55,470.68,nvt,270
2025-03-13 12:46:34,38.42,30.92,996.82,11.53,473.42,nvt,270
2025-03-13 12:46:44,38.36,30.86,996.79,11.69,472.26,nvt,270
2025-03-13 12:46:54,38.08,30.58,996.76,11.6,474.4,nvt,270
2025-03-13 12:47:04,37.85,30.35,996.77,11.69,483.33,nvt,270
2025-03-13 12:47:14,37.86,30.36,996.76,11.77,492.99,nvt,270
2025-03-13 12:47:24,37.92,30.42,996.75,11.75,463.43,nvt,270
2025-03-13 12:47:35,38.03,30.53,996.76,11.66,451.28,nvt,270
2025-03-13 12:47:45,38.13,30.63,996.78,11.49,468.39,nvt,270
2025-03-13 12:47:55,38.16,30.66,996.77,11.4,490.21,nvt,270
2025-03-13 12:48:05,38.21,30.71,996.76,11.42,481.04,nvt,270
2025-03-13 12:48:15,38.33,30.83,996.77,11.33,506.34,nvt,270
2025-03-13 12:48:25,38.33,30.83,996.79,11.4,514.11,nvt,270
2025-03-13 12:48:35,38.39,30.89,996.78,11.4,521.13,nvt,270
2025-03-13 12:48:45,38.42,30.92,996.79,11.45,532.25,nvt,270
2025-03-13 12:48:55,38.48,30.98,996.8,11.41,531.52,nvt,270
2025-03-13 12:49:06,38.59,31.09,996.78,10.86,531.76,nvt,270
2025-03-13 12:49:16,38.51,31.01,996.79,10.63,525.76,nvt,270
2025-03-13 12:49:26,38.13,30.63,996.77,10.8,523.07,nvt,270
2025-03-13 12:49:36,37.97,30.47,996.75,11.32,526.15,nvt,270
2025-03-13 12:49:46,38.03,30.53,996.8,11.22,526.48,nvt,270
2025-03-13 12:49:56,38.17,30.67,996.77,11.4,517.08,nvt,270
2025-03-13 12:50:06,38.27,30.77,996.73,11.43,514.07,nvt,270
2025-03-13 12:50:16,38.32,30.82,996.77,10.94,503.99,nvt,270
2025-03-13 12:50:26,38.42,30.92,996.81,10.74,495.13,nvt,270
2025-03-13 12:50:36,38.46,30.96,996.82,10.64,486.71,nvt,270
2025-03-13 12:50:47,38.48,30.98,996.79,10.65,472.98,nvt,270
2025-03-13 12:50:57,38.51,31.01,996.82,10.94,464.45,nvt,270
2025-03-13 12:51:07,38.45,30.95,996.79,11.11,464.02,nvt,270
2025-03-13 12:51:17,38.47,30.97,996.79,10.68,462.02,nvt,270
2025-03-13 12:51:27,38.47,30.97,996.77,10.65,461.02,nvt,270
2025-03-13 12:51:37,38.49,30.99,996.78,10.54,489.05,nvt,270
2025-03-13 12:51:47,38.53,31.03,996.77,10.6,504.89,nvt,270
2025-03-13 12:51:57,38.5,31.0,996.79,10.92,509.65,nvt,270
2025-03-13 12:52:07,38.4,30.9,996.78,11.1,528.26,nvt,270
2025-03-13 12:52:18,38.46,30.96,996.8,10.61,519.35,nvt,270
2025-03-13 12:52:28,38.42,30.92,996.82,10.87,510.0,nvt,270
2025-03-13 12:52:38,38.33,30.83,996.79,10.92,494.65,nvt,270
2025-03-13 12:52:48,38.36,30.86,996.78,11.16,463.49,nvt,270
2025-03-13 12:52:58,38.24,30.74,996.81,10.67,448.14,nvt,270
2025-03-13 12:53:08,38.26,30.76,996.76,10.88,447.83,nvt,270
2025-03-13 12:53:18,38.26,30.76,996.75,10.89,449.84,nvt,270
2025-03-13 12:53:28,38.13,30.63,996.78,10.59,472.87,nvt,270
2025-03-13 12:53:38,38.01,30.51,996.73,10.64,471.54,nvt,270
2025-03-13 12:53:48,38.04,30.54,996.76,10.69,450.08,nvt,270
2025-03-13 12:53:59,38.16,30.66,996.76,10.78,430.03,nvt,270
2025-03-13 12:54:09,38.08,30.58,996.73,10.97,430.22,nvt,270
2025-03-13 12:54:19,38.09,30.59,996.76,10.9,431.19,nvt,270
2025-03-13 12:54:29,38.13,30.63,996.75,11.1,435.66,nvt,270
2025-03-13 12:54:39,38.26,30.76,996.78,11.2,433.33,nvt,270
2025-03-13 12:54:49,38.26,30.76,996.76,11.26,432.17,nvt,270
2025-03-13 12:54:59,38.2,30.7,996.8,11.07,431.19,nvt,270
2025-03-13 12:55:09,38.01,30.51,996.76,11.28,437.19,nvt,270
2025-03-13 12:55:19,38.14,30.64,996.79,11.35,435.79,nvt,270
2025-03-13 12:55:29,38.27,30.77,996.79,11.26,442.2,nvt,270
2025-03-13 12:55:40,38.29,30.79,996.79,11.15,435.79,nvt,270
2025-03-13 12:55:50,38.41,30.91,996.81,10.74,430.16,nvt,270
2025-03-13 12:56:00,38.23,30.73,996.79,10.64,425.51,nvt,270
2025-03-13 12:56:10,38.34,30.84,996.79,10.65,421.05,nvt,270
2025-03-13 12:56:20,38.47,30.97,996.78,10.66,412.31,nvt,270
2025-03-13 12:56:30,38.55,31.05,996.81,10.8,412.12,nvt,270
2025-03-13 12:56:40,38.59,31.09,996.8,10.8,405.52,nvt,270
2025-03-13 12:56:50,38.51,31.01,996.81,10.74,404.36,nvt,270
2025-03-13 12:57:01,38.4,30.9,996.8,10.57,402.22,nvt,270
2025-03-13 12:57:11,38.27,30.77,996.77,10.66,404.54,nvt,270
2025-03-13 12:57:21,38.26,30.76,996.74,10.9,408.4,nvt,270
2025-03-13 12:57:31,38.21,30.71,996.78,10.93,410.91,nvt,270
2025-03-13 12:57:41,38.22,30.72,996.77,11.05,407.97,nvt,270
2025-03-13 12:57:51,38.24,30.74,996.75,11.04,414.76,nvt,270
2025-03-13 12:58:01,38.3,30.8,996.78,10.99,414.34,nvt,270
2025-03-13 12:58:11,38.42,30.92,996.8,10.87,417.64,nvt,270
2025-03-13 12:58:21,38.42,30.92,996.77,10.91,422.1,nvt,270
2025-03-13 12:58:32,38.33,30.83,996.76,10.94,414.89,nvt,270
2025-03-13 12:58:42,38.32,30.82,996.77,10.77,412.75,nvt,270
2025-03-13 12:58:52,38.31,30.81,996.76,10.78,407.31,nvt,270
2025-03-13 12:59:02,38.31,30.81,996.79,10.78,404.99,nvt,270
2025-03-13 12:59:12,38.33,30.83,996.78,10.93,404.8,nvt,270
2025-03-13 12:59:22,38.31,30.81,996.79,11.01,392.94,nvt,270
2025-03-13 12:59:32,38.32,30.82,996.78,10.96,386.53,nvt,270
2025-03-13 12:59:42,38.38,30.88,996.78,10.96,384.39,nvt,270
2025-03-13 12:59:52,38.39,30.89,996.76,10.93,383.04,nvt,270
2025-03-13 13:00:03,38.44,30.94,996.77,10.94,425.7,nvt,270
2025-03-13 13:00:13,38.42,30.92,996.8,10.98,383.83,nvt,270
2025-03-13 13:00:23,38.49,30.99,996.8,10.94,376.25,nvt,270
2025-03-13 13:00:33,38.63,31.13,996.79,10.59,404.12,nvt,270
2025-03-13 13:00:43,38.53,31.03,996.79,10.09,402.41,nvt,270
2025-03-13 13:00:53,38.29,30.79,996.8,10.21,373.23,nvt,270
2025-03-13 13:01:03,38.18,30.68,996.76,10.55,377.29,nvt,270
2025-03-13 13:01:13,38.28,30.78,996.75,10.75,399.9,nvt,270
2025-03-13 13:01:23,38.32,30.82,996.74,10.79,399.47,nvt,270
2025-03-13 13:01:34,38.2,30.7,996.75,10.88,364.77,nvt,270
2025-03-13 13:01:44,38.25,30.75,996.75,10.75,356.76,nvt,270
2025-03-13 13:01:54,38.3,30.8,996.74,10.62,356.52,nvt,270
2025-03-13 13:02:04,38.41,30.91,996.77,10.6,364.66,nvt,270
2025-03-13 13:02:14,38.5,31.0,996.73,10.59,394.79,nvt,270
2025-03-13 13:02:24,38.57,31.07,996.77,10.47,420.22,nvt,270
2025-03-13 13:02:34,38.49,30.99,996.75,10.57,448.77,nvt,270
2025-03-13 13:02:44,38.42,30.92,996.75,10.59,503.97,nvt,270
2025-03-13 13:02:54,38.27,30.77,996.72,10.72,523.16,nvt,270
2025-03-13 13:03:04,38.37,30.87,996.73,10.41,525.25,nvt,270
2025-03-13 13:03:15,38.56,31.06,996.71,10.39,531.06,nvt,270
2025-03-13 13:03:25,38.56,31.06,996.73,10.25,540.54,nvt,270
2025-03-13 13:03:35,38.3,30.8,996.69,10.18,565.78,nvt,270
2025-03-13 13:03:45,38.38,30.88,996.69,10.63,515.55,nvt,270
2025-03-13 13:03:55,38.49,30.99,996.72,10.73,383.34,nvt,270
2025-03-13 13:04:05,38.54,31.04,996.71,10.62,369.64,nvt,270
2025-03-13 13:04:15,38.5,31.0,996.69,10.75,366.26,nvt,270
2025-03-13 13:04:25,38.54,31.04,996.69,10.73,346.08,nvt,270
2025-03-13 13:04:35,38.49,30.99,996.7,10.69,341.44,nvt,270
2025-03-13 13:04:46,38.6,31.1,996.71,10.32,353.85,nvt,270
2025-03-13 13:04:56,38.29,30.79,996.68,10.21,363.51,nvt,270
2025-03-13 13:05:06,38.23,30.73,996.69,10.41,376.29,nvt,270
2025-03-13 13:05:16,38.14,30.64,996.68,10.6,377.03,nvt,270
2025-03-13 13:05:26,38.16,30.66,996.71,10.78,378.38,nvt,270
2025-03-13 13:05:36,38.02,30.52,996.66,10.5,366.76,nvt,270
2025-03-13 13:05:46,38.14,30.64,996.68,10.35,351.29,nvt,270
2025-03-13 13:05:56,38.05,30.55,996.63,10.58,356.89,nvt,270
2025-03-13 13:06:06,38.18,30.68,996.67,10.73,500.57,nvt,270
2025-03-13 13:06:16,38.13,30.63,996.64,10.54,501.78,nvt,270
2025-03-13 13:06:26,38.2,30.7,996.64,10.3,488.82,nvt,270
2025-03-13 13:06:37,38.11,30.61,996.64,10.53,473.42,nvt,270
2025-03-13 13:06:47,38.18,30.68,996.64,10.63,478.85,nvt,270
2025-03-13 13:06:57,38.01,30.51,996.62,10.92,480.96,nvt,270
2025-03-13 13:07:07,38.08,30.58,996.63,10.72,480.63,nvt,270
2025-03-13 13:07:17,38.21,30.71,996.7,10.8,363.71,nvt,270
2025-03-13 13:07:27,38.37,30.87,996.7,10.75,276.19,nvt,270
2025-03-13 13:07:37,38.33,30.83,996.68,10.77,277.35,nvt,270
2025-03-13 13:07:47,38.35,30.85,996.7,10.85,280.84,nvt,270
2025-03-13 13:07:57,38.41,30.91,996.67,10.81,289.95,nvt,270
2025-03-13 13:08:07,38.26,30.76,996.68,10.68,311.52,nvt,270
2025-03-13 13:08:18,38.3,30.8,996.66,10.79,343.61,nvt,270
2025-03-13 13:08:28,38.15,30.65,996.65,10.6,463.54,nvt,270
2025-03-13 13:08:38,38.23,30.73,996.63,10.77,472.6,nvt,270
2025-03-13 13:08:48,38.44,30.94,996.66,10.71,363.2,nvt,270
2025-03-13 13:08:58,38.54,31.04,996.66,10.71,332.88,nvt,270
2025-03-13 13:09:08,38.41,30.91,996.65,10.54,395.16,nvt,270
2025-03-13 13:09:18,38.37,30.87,996.64,10.56,387.21,nvt,270
2025-03-13 13:09:28,38.47,30.97,996.65,10.63,508.35,nvt,270
2025-03-13 13:09:38,38.54,31.04,996.63,10.65,504.63,nvt,270
2025-03-13 13:09:49,38.56,31.06,996.63,10.69,397.61,nvt,270
2025-03-13 13:09:59,38.61,31.11,996.64,10.77,300.79,nvt,270
2025-03-13 13:10:09,38.62,31.12,996.68,10.79,482.37,nvt,270
2025-03-13 13:10:19,38.76,31.26,996.65,10.7,501.25,nvt,270
2025-03-13 13:10:29,38.74,31.24,996.65,10.55,502.23,nvt,270
2025-03-13 13:10:39,38.71,31.21,996.66,10.52,467.76,nvt,270
2025-03-13 13:10:49,38.74,31.24,996.67,10.52,303.04,nvt,270
2025-03-13 13:10:59,38.74,31.24,996.67,10.51,312.39,nvt,270
2025-03-13 13:11:09,38.83,31.33,996.65,10.46,384.15,nvt,270
2025-03-13 13:11:20,38.74,31.24,996.66,10.44,532.68,nvt,270
2025-03-13 13:11:30,38.79,31.29,996.65,10.42,542.58,nvt,270
2025-03-13 13:11:40,38.63,31.13,996.68,10.76,542.82,nvt,270
2025-03-13 13:11:50,38.49,30.99,996.67,10.62,534.32,nvt,270
