Tijdstip,Apparaat Temperatuur (°C),Temperatuur (°C),Luchtdruk (hPa),Luchtvochtigheid (%),Lichtintensiteit (lux),Windsnelheid (m/s),Windrichting (graden)
2025-05-12 12:30:31,nvt,nvt,nvt,nvt,nvt,nvt,nvt
2025-05-12 12:30:41,22.3,14.8,661.22,60.52,1438.57,nvt,45
2025-05-12 12:30:51,35.21,27.71,1008.8,16.31,704.32,0.46,90
2025-05-12 12:31:01,35.38,27.88,1008.8,16.16,718.66,1.05,90
2025-05-12 12:31:11,35.23,27.73,1008.82,16.17,708.41,1.29,90
2025-05-12 12:31:22,35.4,27.9,1008.83,16.01,708.0,1.29,90
2025-05-12 12:31:32,35.63,28.13,1008.84,15.93,708.41,0.38,90
2025-05-12 12:31:42,35.88,28.38,1008.83,15.68,702.55,0.57,90
2025-05-12 12:31:52,36.03,28.53,1008.83,15.45,710.37,0.76,90
2025-05-12 12:32:02,35.92,28.42,1008.82,15.49,711.26,0.71,90
2025-05-12 12:32:12,36.06,28.56,1008.86,15.51,720.32,1.05,90
2025-05-12 12:32:22,35.78,28.28,1008.83,15.66,709.36,1.47,90
2025-05-12 12:32:32,35.88,28.38,1008.85,15.74,704.26,1.9,90
2025-05-12 12:32:42,35.76,28.26,1008.89,15.68,708.77,1.72,90
2025-05-12 12:32:52,35.77,28.27,1008.82,15.63,713.03,1.38,90
2025-05-12 12:33:02,35.69,28.19,1008.83,15.72,704.8,1.29,90
2025-05-12 12:33:13,35.92,28.42,1008.83,15.62,701.42,0.52,90
2025-05-12 12:33:23,36.14,28.64,1008.87,15.35,704.5,0.05,90
2025-05-12 12:33:33,36.29,28.79,1008.85,15.37,698.99,0.09,90
2025-05-12 12:33:43,36.4,28.9,1008.81,15.12,698.58,0.1,90
2025-05-12 12:33:53,36.57,29.07,1008.84,15.12,696.98,nvt,90
2025-05-12 12:34:03,36.67,29.17,1008.84,15.17,696.44,0.05,90
2025-05-12 12:34:13,36.78,29.28,1008.82,14.98,696.44,nvt,90
2025-05-12 12:34:23,36.97,29.47,1008.79,14.79,698.99,nvt,90
2025-05-12 12:34:33,37.13,29.63,1008.81,14.85,696.56,nvt,90
2025-05-12 12:34:43,37.32,29.82,1008.86,14.61,697.92,nvt,90
2025-05-12 12:34:54,37.18,29.68,1008.84,14.63,692.47,nvt,90
2025-05-12 12:35:04,37.1,29.6,1008.84,14.8,696.15,0.19,45
2025-05-12 12:35:14,36.88,29.38,1008.78,14.75,697.51,0.14,270
2025-05-12 12:35:24,37.11,29.61,1008.78,14.6,697.04,nvt,45
2025-05-12 12:35:34,37.21,29.71,1008.82,14.59,681.87,0.05,45
2025-05-12 12:35:44,37.21,29.71,1008.79,14.64,695.2,nvt,45
2025-05-12 12:35:54,37.26,29.76,1008.8,14.74,676.47,nvt,45
2025-05-12 12:36:04,37.38,29.88,1008.83,14.74,693.42,nvt,45
2025-05-12 12:36:14,37.29,29.79,1008.81,14.73,680.15,nvt,45
2025-05-12 12:36:24,37.46,29.96,1008.82,14.57,689.69,nvt,45
2025-05-12 12:36:35,37.61,30.11,1008.78,14.89,693.72,0.05,45
2025-05-12 12:36:45,37.73,30.23,1008.81,14.7,694.37,nvt,45
2025-05-12 12:36:55,37.69,30.19,1008.82,14.34,699.23,0.14,90
2025-05-12 12:37:05,37.88,30.38,1008.83,14.4,697.39,0.76,90
2025-05-12 12:37:15,37.91,30.41,1008.85,14.17,699.05,0.91,90
2025-05-12 12:37:25,37.68,30.18,1008.83,14.28,700.47,1.94,90
2025-05-12 12:37:35,37.25,29.75,1008.82,14.4,702.84,2.42,90
2025-05-12 12:37:45,36.83,29.33,1008.81,14.52,706.64,2.52,90
2025-05-12 12:37:55,36.73,29.23,1008.81,14.83,699.94,2.33,90
2025-05-12 12:38:05,36.24,28.74,1008.76,14.71,705.15,2.84,90
2025-05-12 12:38:16,36.11,28.61,1008.78,15.02,702.67,2.61,90
2025-05-12 12:38:26,35.71,28.21,1008.76,15.17,691.88,2.9,90
2025-05-12 12:38:36,35.52,28.02,1008.8,15.31,695.32,2.76,90
2025-05-12 12:38:46,35.5,28.0,1008.75,15.59,683.82,2.0,90
2025-05-12 12:38:56,35.65,28.15,1008.78,15.53,694.43,1.71,90
2025-05-12 12:39:06,35.55,28.05,1008.77,15.66,684.35,1.43,90
2025-05-12 12:39:16,35.68,28.18,1008.83,15.53,685.3,1.47,90
2025-05-12 12:39:26,35.45,27.95,1008.82,15.56,684.06,2.19,90
2025-05-12 12:39:36,35.06,27.56,1008.79,15.64,692.06,2.48,90
2025-05-12 12:39:46,34.88,27.38,1008.82,15.83,686.43,2.05,90
2025-05-12 12:39:56,34.88,27.38,1008.83,15.97,689.1,1.67,90
2025-05-12 12:40:07,34.86,27.36,1008.81,16.03,684.65,1.47,90
2025-05-12 12:40:17,34.92,27.42,1008.8,15.94,668.65,1.33,90
2025-05-12 12:40:27,35.09,27.59,1008.77,15.76,662.13,1.0,90
2025-05-12 12:40:37,35.38,27.88,1008.77,15.58,663.5,0.47,90
2025-05-12 12:40:47,35.65,28.15,1008.82,15.75,668.83,0.14,90
2025-05-12 12:40:57,35.81,28.31,1008.79,15.51,675.64,0.05,90
2025-05-12 12:41:07,35.94,28.44,1008.8,15.74,652.06,nvt,45
2025-05-12 12:41:17,35.89,28.39,1008.82,15.26,679.73,0.33,90
2025-05-12 12:41:27,35.97,28.47,1008.82,15.17,676.71,0.66,90
2025-05-12 12:41:37,36.17,28.67,1008.82,15.3,669.78,0.43,90
2025-05-12 12:41:48,36.4,28.9,1008.8,15.14,666.22,0.29,90
2025-05-12 12:41:58,36.51,29.01,1008.76,15.07,665.75,0.62,90
2025-05-12 12:42:08,36.16,28.66,1008.76,15.06,669.07,1.56,90
2025-05-12 12:42:18,36.26,28.76,1008.73,15.06,669.6,1.81,90
2025-05-12 12:42:28,36.16,28.66,1008.71,15.01,663.08,1.43,90
2025-05-12 12:42:38,36.1,28.6,1008.77,15.09,658.87,1.43,90
2025-05-12 12:42:48,35.99,28.49,1008.77,15.28,663.73,1.95,90
2025-05-12 12:42:58,36.03,28.53,1008.76,15.4,685.13,1.71,90
2025-05-12 12:43:08,35.69,28.19,1008.76,15.51,670.31,2.19,90
2025-05-12 12:43:18,35.48,27.98,1008.72,15.43,676.41,2.27,90
2025-05-12 12:43:29,35.51,28.01,1008.73,15.64,680.27,2.38,90
2025-05-12 12:43:39,35.24,27.74,1008.74,15.5,679.44,2.48,90
2025-05-12 12:43:49,35.25,27.75,1008.73,15.58,676.59,2.23,90
2025-05-12 12:43:59,35.11,27.61,1008.77,15.93,686.25,2.29,90
2025-05-12 12:44:09,35.07,27.57,1008.75,15.8,679.32,2.52,90
2025-05-12 12:44:19,34.76,27.26,1008.81,15.61,673.69,2.67,90
